mu,rho,ll
0.377866,1.0,-2423.228516
0.377866,1.0,-2426.553467
0.376448,1.0,-2428.078613
0.377521,1.0,-2427.237305
0.377532,1.0,-2424.83374
0.377532,1.0,-2422.071777
0.37688,1.0,-2426.438721
0.37688,1.0,-2424.731201
0.37688,1.0,-2428.908936
0.37688,1.0,-2429.333008
0.37688,1.0,-2424.258789
0.37688,1.0,-2423.212158
0.374376,1.0,-2427.300537
0.375725,1.0,-2424.980469
0.374323,1.0,-2426.642578
0.376002,1.0,-2428.815918
0.375471,1.0,-2429.248779
0.376794,1.0,-2429.358887
0.375948,1.0,-2426.061279
0.375948,1.0,-2422.688477
0.374268,1.0,-2427.996582
0.373539,1.0,-2428.270996
0.375599,1.0,-2427.799805
0.375599,1.0,-2429.092285
0.375599,1.0,-2425.961426
0.375599,1.0,-2428.475098
0.375599,1.0,-2426.104004
0.375903,1.0,-2422.840332
0.376292,1.0,-2416.453125
0.376684,1.0,-2427.890381
0.376684,1.0,-2422.299805
0.376684,1.0,-2426.668701
